orig_index,text,label,label_name,n_turns,total_chars,true_label_id,pred_label_id,true_label,pred_label,is_wrong,error_pair
505,안녕하세요 상담원 안보미입니다. 무엇을 도와드릴까요? [턴] 제가 이번에 테블렛를 샀는데.너무 느려서 환불하려구요. [턴] 아 혹시 테블렛가 얼마나 느린지 알수 있을까요? [턴] 동영상 한번 로딩하는데 510초나 걸립니다. [턴] 그러시군요. 그런데 이미 한번 개봉한 제품은 반품이 어려우세요. [턴] 네!? 그러면 물건을 개봉하고 사용해봐야 문제가 있다는걸 알수있지. 어떻게 아나요? [턴] 이미 물건을 한번 개봉하셨기 때문에 제품금액의 80만 돌려받을수 있습니다. [턴] 아니!! 그런게 어디있습니까? 새재품이 너무 느려서 반품한다는데. 100환불해주세요. 환불 안해주시면 올려서 테러해버릴테니깐. [턴] 일단은 물건 먼저 보내주세요 [턴] 환불해주겠다고 먼저 약속하세요.그러면 보낼테니깐.,3,기타 괴롭힘 대화,10.0,343.0,3,1,기타괴롭힘,갈취,True,기타괴롭힘 → 갈취
506,머해? 나 그것 좀 주라 [턴] 응? 안돼. 이거 생인선물로 받은거야. [턴] 야 어차피 몰라 먹으면 없어지는거 같이 먹자고 [턴] 안돼. 생일선물이잖아. [턴] 좋은 말로 할 때 같이 먹자 어려운 것도 아닌데 [턴] 이거 동생이랑 먹을거였단 말이야. [턴] 머래 친구가 더 좋은거 아님? 잘 먹을게 [턴] 안돼,0,협박 대화,8.0,139.0,0,1,협박,갈취,True,협박 → 갈취
519,김부장 [턴] 오셨습니까 [턴] 내가 시킨거 어떻게 했어 ? [턴] 그게. [턴] 안했어 ? [턴] 저는 못하겠습니다 [턴] 김부장 요즘 나사가 풀렸나봐 ? [턴] .죄송합니다. [턴] 자네 딸 유치원 다닌다던데 ? [턴] .시간을 조금만 더 주세요.,0,협박 대화,10.0,95.0,0,2,협박,직장내괴롭힘,True,협박 → 직장내괴롭힘
530,너 나랑 헤어지면 이거 니 주변 사람들한테 다 돌린다 [턴] 이게 뭐야? [턴] 이게 뭐긴 우리 사랑의 증거지 [턴] 이런걸 언제 찍은거야? [턴] 그게 중요해? [턴] 동의 없이 찍으면 범죄야 [턴] 왜 그래 우리 좋았던 시간을 남긴건데 [턴] 이러지말자 우리 깨끗하게 정리하자 [턴] 나는 깨끗하게 정리가 안되는데 헤어지는 순간 나 이거 너네 부모님 동생 직장 사람들한테 다 뿌릴거야 좋은 구경 시켜주겠네? [턴] 제발 그러지마.,3,기타 괴롭힘 대화,10.0,197.0,3,0,기타괴롭힘,협박,True,기타괴롭힘 → 협박
541,아 나 오늘 좀 늦을 것 같아 [턴] 왜? 거의 다 왔다더니? [턴] 야 너 오기만 기다리고 있는데! 뭐야아~ [턴] 사장님한테 전화왔는데 기획안 지금 올려달래서 회사 가고있다. [턴] 아니 오늘 주말이잖아. [턴] 너 어제도 야근하고 거의 새벽같이 퇴근했는데. 니네 사장 왜 그러니? [턴] 몰라 지금 당장 기획안 봐야겠대. [턴] 휴 맨날 야근에 주말도 없고 니네 회사 왜 그러냐 대체 [턴] 너 진짜 이직할 생각 없냐? [턴] 나도 미치것다 ㅠㅠ 여우같은 대출금이랑 토끼같은 카드값만 아니면 때려치고 싶다. [턴] 하긴.. 돈이 웬수지 ㅠㅠ [턴] 걱정 말고 천천히 와,4,일반 대화,12.0,268.0,4,3,일반대화,기타괴롭힘,True,일반대화 → 기타괴롭힘
557,당장 무릎 꿇어. [턴] 네? [턴] 무릎 꿇으라고. 그리고 넌 이 가방에 돈 담아. [턴] 알겠습니다. [턴] 조금이라도 까딱하면 총으로 쏴버릴거야. [턴] 경찰입니다. 경보 듣고 왔습니다. [턴] 거기서 더 들어오지마. 들어오면 인질 죽어. [턴] 뭘 바라십니까? [턴] 탈출할 수 있는 헬기와 100억원. [턴] 알겠습니다. 인질을 풀어주세요.,0,협박 대화,10.0,150.0,0,1,협박,갈취,True,협박 → 갈취
595,야 머하냐? [턴] 학원가려고. [턴] 돈 좀 있냐? [턴] 아니 없어. [턴] 야 니가 머가 없어 니 손에 든건 머냐?? [턴] 내 밥이야. [턴] 돈이 없으면 니 밥이라도 줘야지 너 나랑 약속한거 잊었어? 안주면 죽기로 했잖아. [턴] 싫어. [턴] 머 싫어? 이게 죽고싶나 아 너 진짜 죽는거 못봤구나 내가 못봤을 너를 위해 약을 가져왔어 한 번 먹어봐 [턴] 나 죽기 싫어. 하지말아줘.,0,협박 대화,10.0,175.0,0,1,협박,갈취,True,협박 → 갈취
620,을 너 잠깐 이리 와봐. [턴] 왜 그러는데? [턴] 왜긴 우리 을이 너어무 이쁘니까. [턴] 미안 내가 잘못했어. 한번만 봐줘. [턴] 미안? 네가 뭐를 잘못했는데? [턴] 아냐 하루만 더 시간을 줘. [턴] 시간? 야 나랑 장난하냐? 잔말말고 벗어. [턴] 벗으라고? 뭐를? [턴] 좋아보이네. 그것도 푸르고. [턴] 안돼 나는 뭐 입으라고? [턴] 그건 네 사정이고. 빨리 안벗어? 썅,1,갈취 대화,11.0,168.0,1,3,갈취,기타괴롭힘,True,갈취 → 기타괴롭힘
627,우리집 국물 비법을 훔쳐가서 가게를열어? [턴] 아니에요. [턴] 아니긴 뭐가 아니야! 먹어보니 똑같고만 [턴] .오해입니다 [턴] 오해는 무슨 오해 요령안피는 애인지 알고 오래 데리고 있어줬더니 은혜를 이런식으로 갚아? [턴] 아니에요 설탕탕이 다 비슷하잖아요 [턴] 우리집건 확실히 달라너같은 새끼는 설렁탕 국물내는 솥에 담가서 끓여버려야해 [턴] 무슨 말씀이십니까 [턴] 양심없는 새끼는 사람취급할 필요가 없어 설렁탕 국물내는데 니 뼈도 같이 써주마 [턴] 왜그러세요!!,0,협박 대화,10.0,221.0,0,3,협박,기타괴롭힘,True,협박 → 기타괴롭힘
639,다시 말해 보세요. [턴] 네? [턴] 다시 말해 보시라고요. [턴] 안녕히 가십시오 손님.이렇게요? [턴] 왜 무슨 기분 나쁜 일 있어요? 왜 목소리에 힘을 주고 그래요? 기분 나쁘게! [턴] ? 무슨 말씀이신지. [턴] 이를 악 물고 말하면 그게 안녕히 가라는 소리에요? 가다 차에 치어 죽으라는 소리지? [턴] 죄송합니다. 그런 의도는 전혀 아니었습니다. [턴] 아 정말 기분 나빠. 여기는 직원 교육을 어떻게 하는 거야? [턴] 다시 한번 사과 드립니다. 그런데 정말 그런 게 아닙니다.,3,기타 괴롭힘 대화,10.0,231.0,3,0,기타괴롭힘,협박,True,기타괴롭힘 → 협박
654,친구야 우리 친구 맞지? 내가 너 다른반 애들한테 쥐어터질때 도와줬잖아 [턴] 아 응 늘 고맙지 [턴] 아 다름이 아니라 내일 도시락 싸오란거 들었지? [턴] 응. [턴] 우리엄마가 바쁜데 니네 어머니 국밥집 하신다며? [턴] 어? 어 [턴] 그럼 잘됐네 어머니한테 국밥 하나 포장해주라고해서 가져와 내것도 [턴] 응? 나도 엄마가바빠서 사먹는데 [턴] 야 병신아 그냥 엄마 국밥 두개만 포장해주세요 사먹기 싫어요 엄마 국밥 먹고싶어요 하면 되잖아 내가 이렇게까지 알려줘야해? [턴] 어?. 해볼게 [턴] 나는 너 믿고 안싸올테니까 그렇게 알아 야 기왕이면 특대로 사와라,1,갈취 대화,11.0,269.0,1,3,갈취,기타괴롭힘,True,갈취 → 기타괴롭힘
660,친구야 이따 시험때 답좀 슬쩍 보여주라. [턴] 그건 어려울것 같은데. [턴] 와.친구사이에 이러기냐? [턴] 미안. 걸리면 0점이잖아. [턴] 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다? [턴] 아니 그건 지난일인데 왜 이제와서 말해. [턴] 지금이라도 말하면 너 점수깍일걸? 생각 잘해라. [턴] 하. 그래도 시험컨닝은 좀. [턴] 그래 그럼 나는 지금 조교님한테 간다. [턴] 알았어 보여주면 되잖아.,0,협박 대화,10.0,196.0,0,3,협박,기타괴롭힘,True,협박 → 기타괴롭힘
679,사장님 장사하기 싫소? [턴] 왜이러는가자네. [턴] 자릿세 내라고 말햇어안햇어? [턴] 아니 요즘세상에 자릿세가 어딨는가 나는 정당하게 월세내는데. [턴] 여기 우리구역인거몰라? [턴] 하.제발그만좀. [턴] 여기서 장사하려면 돈을 내야지 [턴] 자꾸그러면 신고하겠소 [턴] 해봐 그럼 눈알을 뽑아줄테니 [턴] 내게대체왜이러는거요.,1,갈취 대화,10.0,141.0,1,0,갈취,협박,True,갈취 → 협박
701,야 신규 너 똑바로 환자 관리 안 하냐? 인수인계 제대로 들은거 맞아? 너 누가 저 환자 항암 약물 속도 저렇게 하래 죽이고 싶어서 환장했어? [턴] 인수인계 들었는데. 어. 약물 속도는 제 프리셉터 선생님이. 설명해주신바로. 저렇게 하라고 하셨어요. [턴] 니 프리셉터가 문제라는거야? 너가 잘 못들은거 아니고? [턴] 아니 바쁘셔서 그런지. 책 보고 알아서 하라 그래서 책 보고 최대한 아는 대로 한겁니다. [턴] 모르는거 물어보라고 프리셉터 붙여준거 아니야? 너 여기 실전이야 니 하는 행동에 환자가 죽을수도 있다고. 야 김간호사 너 얘 프리셉터지? [턴] 네 맞는데요 왜 그러시죠? [턴] 아니 얘가 약물 조절 잘못했는데 너가 책 보고 하라 그랬다고 그러던데? 대충 알려줬냐? [턴] 그런 적 없는데요. 자기가 괜히 잘못해놓고 제 탓 하는건가보죠. 그리고 저 신규간호사 일도 제대로 못 하고 아는것도 하나도 없어서 가르칠맛이 안나요. 한 번 한 달간 굴려봐야 정신차리나. [턴] 야 니가 멍청해서 설명해도 못 알아들었나보네. 근데 어디서 선배 간호사를 탓 해. 너가 부족하다 생각하면 매일 남아서 연습하고 또 연습해. [턴] 좀 억울한게 이번에 프리셉터 선생님 배정받고 뭐 설명듣고 배운거 하나도 없어요. 가르쳐주시지도 않았고 간호사 됐으면 알아서 다 하라고 하셨어요. 다른 동기들 프리셉터 분들은 다 차근차근 설명해주시는데 제 프리셉터분은 너 혼자 해라 매일 이런식이었어요. [턴] 야 그래서 내가 잘못했다는거냐? 너 나한테 또 배울거면 왜 돈 내고 4년동안 대학 다니는데. 제발 혼자 알아서 해 남탓하지 말고. 간호사를 그만두던가 제대로 못 하면서 왜 대학병원에 입사해가지고 사람들을 이렇게 괴롭혀? 차라리 환자들 똥기저귀나 갈던가. 실력도 없는 게 말은 많아가지고.,2,직장 내 괴롭힘 대화,11.0,833.0,2,3,직장내괴롭힘,기타괴롭힘,True,직장내괴롭힘 → 기타괴롭힘
704,오랜만이네요. 당신이 의 수술을 집도하셨던데 [턴] 수술은 잘 됐습니다. 일시적인 쇼크니 곧 깨어날 겁니다 [턴] 이 사람 깨어나면 병원에서의 모든 행적 나한테 다 보고해요 [턴] 네? 그게 무슨 말씀이신지. 제가 왜 그래야 하는거죠.?! [턴] 그냥 당신은 내가 시키는 일만 잘 하면 됩니다. 이 돈이면 당신이 불평없이 할 거라고 생각해요 난. [턴] 헙 이렇게 큰 돈을. 그럼요! 맡겨만 주십시오 [턴] 대신 이 사실을 그 자가 알게 되는 날엔 당신은 물론 당신 가족까지 어디 하나 불구가 될 각오는 해야 할 겁니다. [턴] 명심하겠습니다. [턴] 그럼 거래는 성사된 걸로 알고 이만 가보죠 난.,0,협박 대화,9.0,295.0,0,1,협박,갈취,True,협박 → 갈취
714,야 내가 오늘까지 돈 갖고 오랬지? [턴] 미안해.엄마가 카드를 정지시켜서 어쩔수가 없었어 [턴] 장난하냐? [턴] 진짜야믿어줘 [턴] 그건 내 알바 아니고. 돈이나 갖고 오라고 [턴] 조금만 시간을 줘 일주일내로 어떻게든 구해볼게 [턴] 야 너 내가 만만하냐? [턴] 미.미안해! 내일.! 내일까지 꼭 가져올게 [턴] 아 진짜.이새끼 확 죽여버릴까? [턴] 미안해 [턴] 야 너 하나 불구만들거나 죽이는 건 일도 아니야.잘좀 하자.? 어? [턴] 응 미안해,1,갈취 대화,12.0,201.0,1,0,갈취,협박,True,갈취 → 협박
737,민주야 그거 입술에 바른거뭐야? [턴] 아 이번에 로드샵에서 신상인데 세일할때 삿어 [턴] 근데 너는 쿨톤인데 좀 안어울리는거같은데? [턴] 아그래? [턴] 응 내거는 조금 남긴했는데 이게 더 잘어울리겠다 내거랑 바꿔줄게 [턴] 어?? 내건 새거고 한번밖에 안발랐는데 너껀 텅텅 비었는데.?? [턴] 아니 친구가 생각코 더 어울리는 색깔 골라주는데성의를 무시하는거야? [턴] 아니. 그게 아니라 너무 차이가 많이 나서 [턴] 야 그거 너랑 안어울린다니까? 존나 말귀못알아먹네 [턴] 왜왜그래. [턴] 이거랑 바꾸라고 이게 더 낫다니까? 진짜 찐따가 말귀도 못알아쳐먹고 진짜 [턴] 아알았어.,1,갈취 대화,12.0,278.0,1,3,갈취,기타괴롭힘,True,갈취 → 기타괴롭힘
749,우리 워크샾 간다는 말이 있던데 맞아? [턴] 설마. 안 돼. 싫다구. [턴] 내말이 너무 싫은데 부장님이 추진하는거 같더라 [턴] 업무 하는 것 보단 나으려나? [턴] 아니 일하는게 천배 났지 이게 뭔일이야 [턴] 그런가? 또 술 마시겠지? [턴] 그럼 너무 싫어 같이 술마시는거 싫어 [턴] 그러게. 다른 데서 자고 오는 것도 싫고 그냥 업무 하지. 귀찮네. [턴] 가면 또 우리가 다 뒷처리 해야할꺼 아냐 안가고 싶다 [턴] 뒷 정리 우리가 다 하고 그러겠지.,4,일반 대화,10.0,215.0,4,2,일반대화,직장내괴롭힘,True,일반대화 → 직장내괴롭힘
755,이봐 비켜. [턴] 먼저 서있었는데요 [턴] 아오씨 한 대 때리면 날라갈 것 같이 생겨선 [턴] 네? [턴] 비키라고 [턴] 근데 제가 먼저 [턴] 한국말 못 알아들어? 맞기 전에 비켜. [턴] 아니 그래도. [턴] 아니 귀 먹었나 말귀를 못 알아듣네 [턴] 아. 네 먼저 가세요,0,협박 대화,10.0,111.0,0,3,협박,기타괴롭힘,True,협박 → 기타괴롭힘
765,내가 지금부터 민감한 이야기를 할 거니까 사람 없는 곳으로 가서 전화 받아요. 내 경고하는데 경찰에 신고하거나 주위 사람에게 알리면 애 배때기 칼로 쑤셔 버립니다. [턴] 아이가 어디에 있습니까? [턴] 애가 어디 있는지 그걸 왜 나한테 묻나? 네 애 어디 있는지도 모르나 아줌마? [턴] 지금 아이가 학교 갔는데 이 전화가 와서. [턴] 아줌마 내가 원하는 건 단순히 돈이야 돈. 난 돈이 필요하다. 나한테 돈 얼마나 해 줄 수 있나요 최대한? [턴] 아이가 어디 있는 거예요? [턴] 아이가 어디 있느냐고? 창고요. [턴] 창고 어딘데요? 아이가 어디 있는지 봐야 알죠. [턴] 어딘지 왜 자꾸 위치 묻느냐고 개년아? 돈 준비하라니까.,0,협박 대화,9.0,317.0,0,1,협박,갈취,True,협박 → 갈취
768,혹시 오늘 56교시에 자율 빠지고 수업 보충인가요? 저희반 애들이 그러길래. [턴] 네 모르셨어요? 어떻게 애들보다 학교 공지가 더 느릴 수 있어요. [턴] 저한테 공지가 안 와서 미쳐 확인 못 했네요. 이를 어쩌죠 교과서 안 가지고 온 애들이 많다고 하던데. 혹시 저희반 5교시 수학이던데 선생님. 오늘은 교과서 없이 수업 나가실 수 없을까요? [턴] 그건 안되겠는데요. 이제 곧 시험이라 다른반이랑 똑같이 안 맞춰주면 애들사이에서 불만 나와요. 그니까 왜 담임이 되어서 학교 공지 확인을 안 하고 다니십니까? [턴] 제가 확인 안 한게 아니고 공지 문자가 저한테만 안 온거 같아요. 누락된거 같아요. [턴] 국어쌤 쌤이 학교 공지 담당이죠? 어제 수업 보충한다고 공지 보낸거 누락된 분도 계세요? [턴] 없을걸요? 왜요 화학쌤이 그러셔요? 아니 제가 아무리 공지 누락 시켰다해도 알아서 확인 하셔야지. 그럼 뭐 애들은 따로 공지 받고 소식 아나요? [턴] 저한테 공지가 안 온걸 제가 무슨 수로 알아봅니까. 학사일정에 자율이라 되어있으니 저는 학급활동 하려고 했죠. [턴] 화학 쌤 반 애들 너무 불쌍하다. 시험기간 얼마 남았다고 에휴. 못난 담임 둬서 애들이 불쌍하네요. [턴] 그러게 말이에요. 학교에 관심도 없고 공지도 안 해주고 애들 무슨 대학 수업 듣는것도 아니고 다 자기들 알아서 해야 하는건가봐요. 선생님 분발 좀 해요. 공지 안 온다고 손 빼놓고 있지 말고요. [턴] 일부러 공지 저한테만 안 보내신거 아니죠.? 왠지 말씀하시는거 보니까 일부러 그러신거 같은데요. [턴] 저봐 저봐 또 남한테 핑계를 찾네. 일부러 그랬다면 어쩔건데요. 그리고 담임이 되어서 내일 변동사항 없는지 다른 쌤들을 통해서라도 물어봐야 하는거 아닌가요?,2,직장 내 괴롭힘 대화,12.0,810.0,2,3,직장내괴롭힘,기타괴롭힘,True,직장내괴롭힘 → 기타괴롭힘
792,야 김계란 매점가냐? [턴] 으.응 [턴] 야 내껀 초코우유랑 소시지빵 사와라. [턴] 도.돈은? [턴] 야 너네집 잘산다며? 좋은말할때 사와라 [턴] 내꺼 살돈밖에 없단말이야. [턴] 너네 아버지 일수하신다며. 야 돈많아서 좋겠다야. 애들은 너네아버지 일수꾼인거아냐? [턴] 얘기하지마. [턴] 아 나 피곤하게했으니까 호빵도 사와라 [턴] 알겠어.,1,갈취 대화,10.0,150.0,1,3,갈취,기타괴롭힘,True,갈취 → 기타괴롭힘
806,선생님 제 남편 좀 살려주세요. [턴] 죄송합니다만 남편 분은 가망이 없습니다. [턴] 선생님선생님 밖에 없어요! 흐흐흑 [턴] 이러시면 곤란합니다. 남편 분의 의식은 돌아오는건 저도 장담 못합니다. 죄송합니다. [턴] 당신이 수술하면 산다고 했잖아! 당신 때문이야 [턴] 여기서 이러시면 곤란합니다. [턴] 당신이 내 남편 죽였어! 책임져!! [턴] 남편 분은 이미 사고로 의식이 없는 상태로 오셨고 제가 생사를 장담못한다고 말씀드렸습니다. [턴] 언제 그랬어? 분명 올 때 내 손을 잡고 있었다고! 당신이 죽였지? [턴] 진정하세요 [턴] 살인자! 살인자!!,3,기타 괴롭힘 대화,11.0,264.0,3,0,기타괴롭힘,협박,True,기타괴롭힘 → 협박
811,자네도 알다시피 이번에 교육건이 좀 커서 맡으려는 기관이 많네? [턴] 네. 알고 있습니다 [턴] 늘 자네가 해왔다고한건 이유가 안돼 알지? [턴] 네.노력하겠습니다 [턴] 뭐 그런 노력도 좋지만 다른쪽으로도 생각해보게 [턴] 네?? [턴] 아니 윗분들한테 자네가 챙겨줬다고 하고 식사라도 대접하면 얼마나 좋아하시겠어? [턴] .그말씀은? [턴] 잘 생각해보고 내일까지 가지고오게나 [턴] 네.알겠습니다.,1,갈취 대화,10.0,181.0,1,2,갈취,직장내괴롭힘,True,갈취 → 직장내괴롭힘
825,짜장면 같이 먹으러 갈래? [턴] 나도가도돼? [턴] 그럼 우리 친구잖아 [턴] 고마워 [턴] 근데 짜장면은 니가 사 [턴] 어?? [턴] 내가 같이 먹어줄테니까 니가 사라고 싫어? 싫냐고? 짜장면 그릇에 대가리 쳐 박히고싶어?? [턴] 아.아니. [턴] 그럼 니가 사는거다? [턴] 알겠오,1,갈취 대화,10.0,117.0,1,0,갈취,협박,True,갈취 → 협박
887,너 나랑 헤어질꺼야? [턴] 응 나 이제 너랑 못 만나 [턴] 나 너 동영상 가지고 있어. 알아? [턴] 너 이런 동영상 언제 찍었어? [턴] 너 이 영상 학교에 퍼져도 괜찮겠어? 학교 다닐 수 있겠어? [턴] . 너 이러는 거 범죄야. 얼른 지워줘. [턴] 싫어 너가 나 다시 만난다해주면 지울게 [턴] 알겠으니까 얼른 지워줘 [턴] 하는 거 보고 지울게 보채지마. [턴] 너.,1,갈취 대화,10.0,167.0,1,3,갈취,기타괴롭힘,True,갈취 → 기타괴롭힘
900,이게 뭐야 ? [턴] 아 나 요즘 취미로 하는 뜨개질이야. [턴] 갑자기 뜨개질? [턴] 응 하다보니 마음도 좀 차분해지고 온전히 내 시간이라는 생각 때문에 괜찮더라구! [턴] 아 되게 의외다. 이런 거 [턴] 완벽하게 만드는 것보다 그냥 내가 여기에 시간을 쓰고 집중한다는 게 좋더라구. [턴] 그럼 이거 다 풀어봐도 돼? [턴] 어? [턴] 다시 만드는 것도 의미있는 거잖아 [턴] 아니 그래도 이건 좀 아니지 않아? 야 하지마! [턴] 다 너를 위해서 그런거야 어차피 많이 만들지도 않았는데 다시 예쁘게 해봐,3,기타 괴롭힘 대화,11.0,237.0,3,4,기타괴롭힘,일반대화,True,기타괴롭힘 → 일반대화
911,야 너 내심부름꾼 안할거야? [턴] 내가왜.해야해 [턴] 너같은 찐따랑 놀아주는데 안해? [턴] 그냥 찐따할게 [턴] 하 이것봐라? 그냥 찐따가 아니라 디지게 맞는 찐따인데 괜찮겠어 [턴] .내가 뭘 그렇게 잘못한줄 모르겠어 [턴] 이유가 그렇게 듣고 싶냐? [턴] 응.궁금해 [턴] 왜냐면 너한테만 말해줄게 생긴게 마음에 안들어서그래 [턴] .진짜 너무하다 너 [턴] 그니까 골라 그냥 좋게 심부름할지 졸업할때까지 디지게 맞는 찐따할지?,0,협박 대화,11.0,195.0,0,3,협박,기타괴롭힘,True,협박 → 기타괴롭힘
917,대체 제게 왜 그러세요 ? [턴] 순이씨가 좋아서 그렇죠 [턴] 왜 그러세요 불쾌 합니다 [턴] 좋아서 그래요 [턴] 자꾸 쫓아다니시면 저는 너무 힘들어요 [턴] 내일도 올게요 이시간에요 [턴] 절대 오지 마세요 [턴] 그건 제마음입니다 [턴] 괴롭히지 마세요 [턴] 저는 기다릴겁니다,3,기타 괴롭힘 대화,10.0,114.0,3,2,기타괴롭힘,직장내괴롭힘,True,기타괴롭힘 → 직장내괴롭힘
938,저 제스타일이신데 번호점 [턴] 싫어요 [턴] 아 존나 튕기네 [턴] 싫다는데 왜 물어봐요 [턴] 존나 비싸게 구네 비싸게 굴지말고 전번좀 주라 [턴] 저 남자친구 있어서 전번줄수 없어요 [턴] 그럼 친구라도 지내게 전화번호좀 주세요 [턴] 싫어요 왜자꾸 전화번호 달라고 하세요 [턴] 전번줄때까지 휴대폰 안줄꺼예요 [턴] 전번줄테니까 휴대폰 주세요,3,기타 괴롭힘 대화,10.0,150.0,3,1,기타괴롭힘,갈취,True,기타괴롭힘 → 갈취
947,저기 아가씨 이쁘게 생겼네 [턴] 아 네. 감사합니다 [턴] 내가 요 몇일 유심히 봤거든 [턴] 네!? [턴] 그냥 이뻐서 그러는데 나랑 잠깐 쉬었다 가자 [턴] 싫어요! 경찰에 신고할거에요 [턴] 해봐 근데 너 00아파트 00호에 살지? 가족이랑 같이 [턴] 아니 그걸 어떻게. [턴] 가족들 계속 보고 싶으면 잔말 말고 따라와 [턴] .네,0,협박 대화,10.0,146.0,0,3,협박,기타괴롭힘,True,협박 → 기타괴롭힘
961,잘지내보인다 [턴] 제가 여기 있는거 어떻게 알았어요? [턴] 네가 숨겨둔 아이 어디있는줄 알아? [턴] 제발. 제발 그 아이만은 안돼요. [턴] 아아 너 하는 거 봐서. [턴] 원하는게 뭐예요. [턴] 원하는게 뭐겠어 나한테 늘 먹던거 그거. [턴] 약속해줄수 있어요? [턴] 글쎄 니가 하는거 보고 아이가 꽤 귀엽더라? [턴] 아이 가지고 이러는거 창피하지도 않나요? [턴] 아니 전혀. 너한테 아직 받아야 할게 많아 [턴] 제발.구할테니깐 기다려주세요.,0,협박 대화,12.0,201.0,0,1,협박,갈취,True,협박 → 갈취
